apk_name;analysisSeeds;forbiddenMethodErrors;typestateErrorTimeouts(seed);typestateError(seed);typestateError_Cipher;typestateError_PBEParameterSpec;typestateError_SecretKeySpec;typestateError_PBEKeySpec;typestateError_IVParameterSpec;typestateError_AlgorithmParameters;typestateError_DSAGenParameterSpec;typestateError_SecretKey;typestateError_SecretKeyFactory;typestateError_DHParameterSpec;typestateError_DSAParameterSpec;typestateError_DHGenParameterSpec;typestateError_KeyGenerator;typestateError_GCMParameterSpec;typestateError_SecureRandom;typestateError_HMACParameterSpec;typestateError_KeyStore;typestateError_Signature;typestateError_KeyPairGenerator;typestateError_MessageDigest;typestateError_KeyPair;typestateError_Mac;typestateError_RSAKeyGenParameterSpec;typestateError(unit);missingPredicates;missingPredicates_Cipher;missingPredicates_PBEParameterSpec;missingPredicates_SecretKeySpec;missingPredicates_PBEKeySpec;missingPredicates_IVParameterSpec;missingPredicates_AlgorithmParameters;missingPredicates_DSAGenParameterSpec;missingPredicates_SecretKey;missingPredicates_SecretKeyFactory;missingPredicates_DHParameterSpec;missingPredicates_DSAParameterSpec;missingPredicates_DHGenParameterSpec;missingPredicates_KeyGenerator;missingPredicates_GCMParameterSpec;missingPredicates_SecureRandom;missingPredicates_HMACParameterSpec;missingPredicates_KeyStore;missingPredicates_Signature;missingPredicates_KeyPairGenerator;missingPredicates_MessageDigest;missingPredicates_KeyPair;missingPredicates_Mac;missingPredicates_RSAKeyGenParameterSpec;checkedConstraints;internalConstraintViolations;internalConstraintViolations_Cipher;internalConstraintViolations_PBEParameterSpec;internalConstraintViolations_SecretKeySpec;internalConstraintViolations_PBEKeySpec;internalConstraintViolations_IVParameterSpec;internalConstraintViolations_AlgorithmParameters;internalConstraintViolations_DSAGenParameterSpec;internalConstraintViolations_SecretKey;internalConstraintViolations_SecretKeyFactory;internalConstraintViolations_DHParameterSpec;internalConstraintViolations_DSAParameterSpec;internalConstraintViolations_DHGenParameterSpec;internalConstraintViolations_KeyGenerator;internalConstraintViolations_GCMParameterSpec;internalConstraintViolations_SecureRandom;internalConstraintViolations_HMACParameterSpec;internalConstraintViolations_KeyStore;internalConstraintViolations_Signature;internalConstraintViolations_KeyPairGenerator;internalConstraintViolations_MessageDigest;internalConstraintViolations_KeyPair;internalConstraintViolations_Mac;internalConstraintViolations_RSAKeyGenParameterSpec;negationContradictions;callgraphTime(ms);totalTime(ms);typestateTime(ms);typestateTime/NoBoomerang(ms);taintTime(ms);boomerangTime(ms);constraint(ms);visitedMethods;allMethods;max_accesspath
air.Fattoslim-0990999EEA4DD6DC7402183FD44FCF37FB59712F66BC50943A575D30A1BF595D.apk;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;137894;58462;0;-526;1298;526;57164;63;5084;8
air.com.bmapps.rainbowicecreamcooking-056AFD66AA2A754347553BD87C01533AA6853EDD14AD7C585EF5F91E74CAE8C7.apk;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;80331;51690;0;-245;388;245;51302;61;2807;8
tk.mydevelover.guideforlostlimboworldrun-0EB07D1A7BE29CC0E3BFE9259697DA9A40B3EFDEE91A9F7BBD60E995B664C0DE.apk;17;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;56945;63553;51;-23063;317;23114;63185;150;2662;5
com.kingdom.candycrazysugar.free-054358A6C18118433E47B4C138FBAE6C925A125FF4D5D51738F31992B37C2D07.apk;13;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;78796;198041;0;-123608;328;123608;197713;62;3846;5
com.andromo.dev351317.app588224-0EA36F51E07BF54DA277E4D9D524ED30A95C9CDFF52A7640CE40F49A33194711.apk;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;46502;2906;0;-317;300;317;2606;7;2468;0
com.buffalo.software.studyenglish.englishgrammar-074E2BFD7244F720B70615D1E1A6C080C3A574A1ADECA822D4214CD29FF98A2D.apk;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;35387;1611;0;-204;245;204;1366;8;1655;0
com.geoliveses-153E86ED4966DD338B49511089E6A696F1082F72BF038EB20E48C4159C5E95DA.apk;15;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;236401;108027;0;-1091;2325;1091;105702;84;10579;6
com.empiregaming.ragingrhino-1A2A7696F8AE1CE943E47B3C80D4D8896A5C1F37BF50A3AD04681CF5585EB47F.apk;9;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;49596;99289;0;-42051;151;42051;99138;59;3100;5
kr.kimhakdo.gostop_like-0BB3813265A49EC5BE409FA61DE5ADA66F8B1366C0B003776BC13D2931D79D48.apk;60;5;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;13;5;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;167752;296573;194;-202792;6032;202986;290347;314;8136;5
com.bytelabinc.selfhypnosisaffirmationsmp3-0A08828002BA6F4DED92DB7148A846C677BFE5049D62EA01C25D12CDAC838501.apk;25;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;4;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;810836;380315;0;-220671;2837;220671;377478;105;7960;5
com.appsconangel.radiocostarica-127FEEA3BE7417D6EEF7884EEF3A442D1D617B85CAF0C18E312EA07138CDCA12.apk;12;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;603642;497082;0;-200686;1003;200686;496079;87;7516;5
com.etoile.filemanagement-08173D6E2B4DB2A2B601ABEBAFBBE7B851C3E016BB62322DBF82B6BA863C9D3D.apk;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;8288;388;0;-29;15;29;373;1;325;0
hr.apps.lincoln-12E10F5F4F8173CE6F63E672E78F060EA231E2E281F4EC16AFB97D4CEC8410A8.apk;40;1;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;166495;532168;171;-205842;105861;206013;426136;241;8541;11
com.aabqoriyahi.aabqoriyahiappsandgame.lagu.pandu.lengkap.lirik.lagupanduost.ost.sinetron-1A70F875C387DB076E6510CD0D9E3BE25F7F6AF3E6D6FDA9735D30F0D156DE5B.apk;24;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;4;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;685572;374640;0;-201587;4770;201587;369870;94;7835;5
com.appsvilla.caller.call.name.talker.sms.announcer-1BA02DD8C55F441D9D7AA1A6C09F8CA5BAD4B572EE706E918C32C82D212D78B0.apk;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;55867;162025;0;-158151;849;158151;161176;440;4019;1
air.com.shenmayouxi.BacktoSchoolDresssup-11E88A6718320BB820A317249EA85BFD09D92429BC5EDE94A81A284C0D300749.apk;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;60114;2451;0;-168;417;168;2034;7;2491;0
com.cocktaildressideas.harumando-062C8EEBD4916682DAAE6E46A0CF039D791A2C41C8062122E97A114E44FC9C22.apk;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;37698;2845;0;-185;260;185;2585;56;1726;6
com.jb.gokeyboard.theme.levelup_strict_design-0E5D635E51907A0865C64AD74D1B7C250570EAD9A5662FB8725255F6D904B146.apk;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;55849;3624;0;-275;506;275;3118;12;3583;0
com.safaridata.knader_ktifa-0BAE655E37FA31E3130B33ECCE302BE27FB4791442E5959EC631C2285688A9D4.apk;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;58141;3635;0;-255;273;255;3362;57;2263;6
com.supdeve.TheGodfatherFamilyDynastyCheats-0F389E31370615C5598E87C9A2E07412C312F585816C75F667E9101BA49FA86A.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;49963;4680;0;-169;1601;169;3079;9;1545;0
com.gm.diet.veg.and.nonveg-0FB23C80FF5B08105183EDB2843ED15ED66C6CEB1110BD44BD4F8A6F5CEA0A93.apk;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;204516;10129;0;-708;2409;708;7720;15;7501;0
com.goodapps.yusuf.mansur.terbaru2017-0F36E20800EC51FE23E49F233C592606752BA57802FAFD8B12E33560CDBBB971.apk;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;62677;3286;0;-199;553;199;2733;7;3238;0
com.teamviewer.teamviewer.market.mobile-1B3354DA1121CD5FC260D27ECAC4F127EBA138F2B9404828F301513BE55392B6.apk;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;88544;362766;0;-200166;248;200166;362518;654;7572;6
com.andromo.dev454490.app534863-12178C56508EB7BFEF1313C70459BFCC16A7E3229041F214B046DAF2B39D6E22.apk;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;99700;3785;0;-217;934;217;2851;9;3215;0
com.appmakr.progripservices1-0C5767BEB51EB922AC9B704B42282218CA45B5B7481CA14DB644BED40227A40E.apk;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;63365;2117;0;-116;204;116;1913;5;3797;0
com.loyaltyplant.partner.moyaprekrasnayaledi-0C7873EFA8D0A19E1FA88702AFBE670471B68571241DA0670C07FD9813C8D426.apk;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;52945;2516;0;-96;86;96;2430;5;2290;0
ru.rain16.meteo-1786B926FD2B4F6DDAD6877AB0BDE7A9220B0B803FA1298F74FD2AF839057C60.apk;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;44207;1766;0;-198;276;198;1490;8;1561;0
com.andromo.dev601172.app569175-03B3502082F4272E6341B084CA9D67130249BB889463D15F4F1D37FEF7D12586.apk;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;47395;2881;0;-238;457;238;2424;7;2495;0
com.app.varsityrobotics-0A6D74270E8E25743D26834492420C92697F5F02FFAF3D7D42DDB7637DBA77DB.apk;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;231077;27692;0;-874;2642;874;25050;29;7536;6
com.tiny.ma7b6635a199f4bbcb4f4e227483c65be-0D9D5A354EC310BBEA92B19B7ABF5DB29B073C69ED7F9B0997FAA4DD3ADDD213.apk;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;48124;1999;35;-75;241;110;1723;23;2188;4
com.tecnotematic.musicaevangelica-198CE94348034252A6537D1363ABCCD25DAA5B97CDE1D2701654BB007452A480.apk;13;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;530384;425289;0;-200645;1036;200645;424253;91;7652;5
com.statesapps.bathroomdesigns-02759A478F06B112E8075A74F7D9F2542A3F3E96C6CBF57393808D59D5B3A2E5.apk;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;61941;2818;0;-320;641;320;2177;10;3200;0
com.ligue.livescore.droid-17270DAE678AC572BCF3DF030B275094CEEDAB6FF713E0065188EF1EABA8FF9E.apk;21;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;51310;166864;75;-91988;653;92063;166136;100;3259;5
com.til.singapore_guide-129893630B138BE466E056376AEC6FF7753DE3C4E7682A5F4D671202061ABE17.apk;50;1;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;6;3;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;15;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;115335;132572;133;-4446;3769;4579;128670;99;7509;6
com.bb.doodle.coloring.mandala-0795F640AD59F4B47AA5C2F606F0CE69BE2ADD2BCD401970C184E69EF99BB7CD.apk;11;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;68421;50858;0;-10434;201;10434;50657;93;3596;5
com.poppycoloringtrollbooks.kidsgametoysadventure-009E5BEF98D742AA625EA664317C2A32122271FAE9B2466B55CBDF469F8B444A.apk;9;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;42045;16902;0;-5586;47;5586;16855;93;2443;5
